;Date;Births
1194;01/07/1848;17633
1195;01/08/1848;16428
1196;01/09/1848;9296
1197;01/10/1848;16133
1198;01/11/1848;12160
1199;01/12/1848;23232
1200;01/01/1849;29800
1201;01/02/1849;20667
1202;01/03/1849;10920
1203;01/04/1849;12416
1204;01/05/1849;7803
1205;01/06/1849;7701
1206;01/07/1849;7203
1207;01/08/1849;5547
1208;01/09/1849;10443
1209;01/10/1849;6075
1210;01/11/1849;11781
1211;01/12/1849;11163
1212;01/01/1850;7400
1213;01/02/1850;9633
1214;01/03/1850;8216
1215;01/04/1850;2352
1216;01/05/1850;4485
1217;01/06/1850;5985
1218;01/07/1850;1825
1219;01/08/1850;4563
1220;01/09/1850;8965
1221;01/10/1850;5896
1222;01/11/1850;3605
1223;01/12/1850;4408
1224;01/01/1851;6721
1225;01/02/1851;13333
1226;01/03/1851;5043
1227;01/04/1851;3888
1228;01/05/1851;4641
1229;01/06/1851;4720
1230;01/07/1851;1587
1231;01/08/1851;4033
1232;01/09/1851;5376
1233;01/10/1851;4720
1234;01/11/1851;3008
1235;01/12/1851;6165
1236;01/01/1852;5720
1237;01/02/1852;5125
1238;01/03/1852;4408
1239;01/04/1852;5208
1240;01/05/1852;3605
1241;01/06/1852;2700
1242;01/07/1852;2133
1243;01/08/1852;1925
1244;01/09/1852;1680
1245;01/10/1852;5376
1246;01/11/1852;3400
1247;01/12/1852;2465
1248;01/01/1853;2080
1249;01/02/1853;2241
1250;01/03/1853;1680
1251;01/04/1853;2640
1252;01/05/1853;1365
1253;01/06/1853;1875
1254;01/07/1853;2465
1255;01/08/1853;2945
1256;01/09/1853;1365
1257;01/10/1853;2133
1258;01/11/1853;972
1259;01/12/1853;675
1260;01/01/1854;280
1261;01/02/1854;481
1262;01/03/1854;481
1263;01/04/1854;800
1264;01/05/1854;675
1265;01/06/1854;507
1266;01/07/1854;385
1267;01/08/1854;261
1268;01/09/1854;616
1269;01/10/1854;208
1270;01/11/1854;901
1271;01/12/1854;533
1272;01/01/1855;176
1273;01/02/1855;133
1274;01/03/1855;341
1275;01/04/1855;21
1276;01/05/1855;108
1277;01/06/1855;33
1278;01/07/1855;1
1279;01/08/1855;12
1280;01/09/1855;0
1281;01/10/1855;96
1282;01/11/1855;12
1283;01/12/1855;16
1284;01/01/1856;0
1285;01/02/1856;27
1286;01/03/1856;0
1287;01/04/1856;40
1288;01/05/1856;0
1289;01/06/1856;33
1290;01/07/1856;33
1291;01/08/1856;33
1292;01/09/1856;27
1293;01/10/1856;21
1294;01/11/1856;65
1295;01/12/1856;48
1296;01/01/1857;243
1297;01/02/1857;48
1298;01/03/1857;21
1299;01/04/1857;161
1300;01/05/1857;1008
1301;01/06/1857;320
1302;01/07/1857;616
1303;01/08/1857;363
1304;01/09/1857;2187
1305;01/10/1857;1976
1306;01/11/1857;1200
1307;01/12/1857;1728
1308;01/01/1858;1875
1309;01/02/1858;1408
1310;01/03/1858;4033
1311;01/04/1858;1680
1312;01/05/1858;2028
1313;01/06/1858;2408
1314;01/07/1858;3745
1315;01/08/1858;3675
1316;01/09/1858;7803
1317;01/10/1858;9861
1318;01/11/1858;3267
1319;01/12/1858;5376
1320;01/01/1859;8533
1321;01/02/1859;9296
1322;01/03/1859;9976
1323;01/04/1859;8640
1324;01/05/1859;9976
1325;01/06/1859;9075
1326;01/07/1859;10800
1327;01/08/1859;13736
1328;01/09/1859;13467
1329;01/10/1859;15696
1330;01/11/1859;11408
1331;01/12/1859;7905
1332;01/01/1860;8112
1333;01/02/1860;9408
1334;01/03/1860;11781
1335;01/04/1860;6075
1336;01/05/1860;13736
1337;01/06/1860;14283
1338;01/07/1860;16133
1339;01/08/1860;12160
1340;01/09/1860;10208
1341;01/10/1860;9520
1342;01/11/1860;11532
1343;01/12/1860;11041
1344;01/01/1861;4563
1345;01/02/1861;7105
1346;01/03/1861;12033
1347;01/04/1861;11656
1348;01/05/1861;3816
1349;01/06/1861;9520
1350;01/07/1861;7203
1351;01/08/1861;8008
1352;01/09/1861;7600
1353;01/10/1861;5376
1354;01/11/1861;3536
1355;01/12/1861;7803
1356;01/01/1862;4800
1357;01/02/1862;5043
1358;01/03/1862;2352
1359;01/04/1862;3536
1360;01/05/1862;4961
1361;01/06/1862;8427
1362;01/07/1862;6348
1363;01/08/1862;4720
1364;01/09/1862;5208
1365;01/10/1862;2080
1366;01/11/1862;3136
1367;01/12/1862;1925
1368;01/01/1863;2821
1369;01/02/1863;3888
1370;01/03/1863;5292
1371;01/04/1863;1976
1372;01/05/1863;3400
1373;01/06/1863;2080
1374;01/07/1863;1281
1375;01/08/1863;2760
1376;01/09/1863;560
1377;01/10/1863;1875
1378;01/11/1863;1728
1379;01/12/1863;1976
1380;01/01/1864;3960
1381;01/02/1864;2640
1382;01/03/1864;5208
1383;01/04/1864;1496
1384;01/05/1864;1925
1385;01/06/1864;3960
1386;01/07/1864;3536
1387;01/08/1864;3605
1388;01/09/1864;972
1389;01/10/1864;1323
1390;01/11/1864;3816
1391;01/12/1864;1008
1392;01/01/1865;2760
1393;01/02/1865;1925
1394;01/03/1865;1825
1395;01/04/1865;1045
1396;01/05/1865;1408
1397;01/06/1865;1323
1398;01/07/1865;867
1399;01/08/1865;1680
1400;01/09/1865;507
1401;01/10/1865;341
1402;01/11/1865;736
1403;01/12/1865;176
1404;01/01/1866;1240
1405;01/02/1866;1776
1406;01/03/1866;705
1407;01/04/1866;341
1408;01/05/1866;176
1409;01/06/1866;300
1410;01/07/1866;85
1411;01/08/1866;208
1412;01/09/1866;65
1413;01/10/1866;208
1414;01/11/1866;96
1415;01/12/1866;3
1416;01/01/1867;0
1417;01/02/1867;0
1418;01/03/1867;85
1419;01/04/1867;21
1420;01/05/1867;5
1421;01/06/1867;3
1422;01/07/1867;40
1423;01/08/1867;33
1424;01/09/1867;108
1425;01/10/1867;192
1426;01/11/1867;108
1427;01/12/1867;768
1428;01/01/1868;208
1429;01/02/1868;225
1430;01/03/1868;616
1431;01/04/1868;1200
1432;01/05/1868;675
1433;01/06/1868;867
1434;01/07/1868;800
1435;01/08/1868;1083
1436;01/09/1868;2028
1437;01/10/1868;3468
1438;01/11/1868;3201
1439;01/12/1868;4256
1440;01/01/1869;3333
1441;01/02/1869;3333
1442;01/03/1869;2465
1443;01/04/1869;1587
1444;01/05/1869;10092
1445;01/06/1869;10800
1446;01/07/1869;3201
1447;01/08/1869;5896
1448;01/09/1869;5896
1449;01/10/1869;3201
1450;01/11/1869;5547
1451;01/12/1869;10092
1452;01/01/1870;5376
1453;01/02/1870;12033
1454;01/03/1870;22881
1455;01/04/1870;23763
1456;01/05/1870;28812
1457;01/06/1870;17025
1458;01/07/1870;16428
1459;01/08/1870;21675
1460;01/09/1870;17328
1461;01/10/1870;20008
1462;01/11/1870;20172
1463;01/12/1870;15408
1464;01/01/1871;7105
1465;01/02/1871;14283
1466;01/03/1871;18881
1467;01/04/1871;24480
1468;01/05/1871;19845
1469;01/06/1871;7803
1470;01/07/1871;9861
1471;01/08/1871;11408
1472;01/09/1871;5808
1473;01/10/1871;7400
1474;01/11/1871;10325
1475;01/12/1871;7500
1476;01/01/1872;5720
1477;01/02/1872;13200
1478;01/03/1872;7301
1479;01/04/1872;9747
1480;01/05/1872;10680
1481;01/06/1872;11041
1482;01/07/1872;10208
1483;01/08/1872;8112
1484;01/09/1872;12288
1485;01/10/1872;9633
1486;01/11/1872;11656
1487;01/12/1872;6533
1488;01/01/1873;7008
1489;01/02/1873;10680
1490;01/03/1873;8965
1491;01/04/1873;5292
1492;01/05/1873;2080
1493;01/06/1873;1825
1494;01/07/1873;4181
1495;01/08/1873;4332
1496;01/09/1873;2028
1497;01/10/1873;2080
1498;01/11/1873;2883
1499;01/12/1873;2133
1500;01/01/1874;3400
1501;01/02/1874;3745
1502;01/03/1874;1925
1503;01/04/1874;936
1504;01/05/1874;1925
1505;01/06/1874;1323
1506;01/07/1874;4181
1507;01/08/1874;3468
1508;01/09/1874;705
1509;01/10/1874;1045
1510;01/11/1874;736
1511;01/12/1874;800
1512;01/01/1875;192
1513;01/02/1875;432
1514;01/03/1875;1045
1515;01/04/1875;800
1516;01/05/1875;120
1517;01/06/1875;560
1518;01/07/1875;161
1519;01/08/1875;176
1520;01/09/1875;3
1521;01/10/1875;147
1522;01/11/1875;300
1523;01/12/1875;85
1524;01/01/1876;161
1525;01/02/1876;225
1526;01/03/1876;867
1527;01/04/1876;3
1528;01/05/1876;21
1529;01/06/1876;0
1530;01/07/1876;225
1531;01/08/1876;75
1532;01/09/1876;96
1533;01/10/1876;161
1534;01/11/1876;96
1535;01/12/1876;56
1536;01/01/1877;533
1537;01/02/1877;75
1538;01/03/1877;133
1539;01/04/1877;243
1540;01/05/1877;456
1541;01/06/1877;176
1542;01/07/1877;33
1543;01/08/1877;40
1544;01/09/1877;280
1545;01/10/1877;40
1546;01/11/1877;176
1547;01/12/1877;3
1548;01/01/1878;12
1549;01/02/1878;33
1550;01/03/1878;65
1551;01/04/1878;0
1552;01/05/1878;33
1553;01/06/1878;40
1554;01/07/1878;0
1555;01/08/1878;0
1556;01/09/1878;21
1557;01/10/1878;3
1558;01/11/1878;16
1559;01/12/1878;1
1560;01/01/1879;1
1561;01/02/1879;0
1562;01/03/1879;0
1563;01/04/1879;33
1564;01/05/1879;1
1565;01/06/1879;27
1566;01/07/1879;56
1567;01/08/1879;85
1568;01/09/1879;27
1569;01/10/1879;147
1570;01/11/1879;133
1571;01/12/1879;48
1572;01/01/1880;560
1573;01/02/1880;705
1574;01/03/1880;300
1575;01/04/1880;341
1576;01/05/1880;456
1577;01/06/1880;1045
1578;01/07/1880;456
1579;01/08/1880;2080
1580;01/09/1880;3960
1581;01/10/1880;1728
1582;01/11/1880;901
1583;01/12/1880;768
1584;01/01/1881;1281
1585;01/02/1881;2523
1586;01/03/1881;2523
1587;01/04/1881;2523
1588;01/05/1881;1776
1589;01/06/1881;3400
1590;01/07/1881;5547
1591;01/08/1881;3136
1592;01/09/1881;2640
1593;01/10/1881;3816
1594;01/11/1881;2821
1595;01/12/1881;2080
1596;01/01/1882;1875
1597;01/02/1882;4332
1598;01/03/1882;4033
1599;01/04/1882;8640
1600;01/05/1882;3816
1601;01/06/1882;1825
1602;01/07/1882;1875
1603;01/08/1882;1541
1604;01/09/1882;3072
1605;01/10/1882;3267
1606;01/11/1882;6440
1607;01/12/1882;1541
1608;01/01/1883;3333
1609;01/02/1883;2028
1610;01/03/1883;1680
1611;01/04/1883;6075
1612;01/05/1883;867
1613;01/06/1883;5376
1614;01/07/1883;5896
1615;01/08/1883;1976
1616;01/09/1883;2581
1617;01/10/1883;6440
1618;01/11/1883;6533
1619;01/12/1883;5292
1620;01/01/1884;7803
1621;01/02/1884;6816
1622;01/03/1884;7105
1623;01/04/1884;5376
1624;01/05/1884;4033
1625;01/06/1884;2408
1626;01/07/1884;2523
1627;01/08/1884;2821
1628;01/09/1884;3400
1629;01/10/1884;2028
1630;01/11/1884;1200
1631;01/12/1884;2028
1632;01/01/1885;1680
1633;01/02/1885;4800
1634;01/03/1885;2241
1635;01/04/1885;2700
1636;01/05/1885;4880
1637;01/06/1885;6533
1638;01/07/1885;4033
1639;01/08/1885;2241
1640;01/09/1885;1408
1641;01/10/1885;1365
1642;01/11/1885;901
1643;01/12/1885;432
1644;01/01/1886;800
1645;01/02/1886;588
1646;01/03/1886;2945
1647;01/04/1886;1728
1648;01/05/1886;901
1649;01/06/1886;705
1650;01/07/1886;833
1651;01/08/1886;243
1652;01/09/1886;408
1653;01/10/1886;56
1654;01/11/1886;0
1655;01/12/1886;161
1656;01/01/1887;85
1657;01/02/1887;133
1658;01/03/1887;12
1659;01/04/1887;48
1660;01/05/1887;385
1661;01/06/1887;208
1662;01/07/1887;507
1663;01/08/1887;408
1664;01/09/1887;48
1665;01/10/1887;40
1666;01/11/1887;40
1667;01/12/1887;363
1668;01/01/1888;133
1669;01/02/1888;40
1670;01/03/1888;48
1671;01/04/1888;27
1672;01/05/1888;40
1673;01/06/1888;48
1674;01/07/1888;12
1675;01/08/1888;12
1676;01/09/1888;56
1677;01/10/1888;1
1678;01/11/1888;120
1679;01/12/1888;48
1680;01/01/1889;0
1681;01/02/1889;75
1682;01/03/1889;48
1683;01/04/1889;12
1684;01/05/1889;5
1685;01/06/1889;40
1686;01/07/1889;85
1687;01/08/1889;408
1688;01/09/1889;40
1689;01/10/1889;3
1690;01/11/1889;0
1691;01/12/1889;40
1692;01/01/1890;27
1693;01/02/1890;0
1694;01/03/1890;21
1695;01/04/1890;1
1696;01/05/1890;21
1697;01/06/1890;0
1698;01/07/1890;133
1699;01/08/1890;75
1700;01/09/1890;261
1701;01/10/1890;96
1702;01/11/1890;75
1703;01/12/1890;48
1704;01/01/1891;176
1705;01/02/1891;456
1706;01/03/1891;96
1707;01/04/1891;363
1708;01/05/1891;1541
1709;01/06/1891;2080
1710;01/07/1891;3136
1711;01/08/1891;1008
1712;01/09/1891;2700
1713;01/10/1891;2465
1714;01/11/1891;1541
1715;01/12/1891;936
1716;01/01/1892;4332
1717;01/02/1892;5292
1718;01/03/1892;2352
1719;01/04/1892;4332
1720;01/05/1892;5720
1721;01/06/1892;5376
1722;01/07/1892;5376
1723;01/08/1892;9408
1724;01/09/1892;3605
1725;01/10/1892;4641
1726;01/11/1892;3816
1727;01/12/1892;5808
1728;01/01/1893;5208
1729;01/02/1893;4800
1730;01/03/1893;3960
1731;01/04/1893;7203
1732;01/05/1893;6533
1733;01/06/1893;7500
1734;01/07/1893;7203
1735;01/08/1893;15408
1736;01/09/1893;5633
1737;01/10/1893;5808
1738;01/11/1893;5125
1739;01/12/1893;8216
1740;01/01/1894;6440
1741;01/02/1894;6627
1742;01/03/1894;2523
1743;01/04/1894;5985
1744;01/05/1894;9520
1745;01/06/1894;9185
1746;01/07/1894;10325
1747;01/08/1894;4563
1748;01/09/1894;4107
1749;01/10/1894;5125
1750;01/11/1894;3008
1751;01/12/1894;3400
1752;01/01/1895;3605
1753;01/02/1895;4107
1754;01/03/1895;3333
1755;01/04/1895;5547
1756;01/05/1895;4256
1757;01/06/1895;4720
1758;01/07/1895;2187
1759;01/08/1895;4408
1760;01/09/1895;2945
1761;01/10/1895;4332
1762;01/11/1895;2080
1763;01/12/1895;4563
1764;01/01/1896;736
1765;01/02/1896;2945
1766;01/03/1896;2465
1767;01/04/1896;1728
1768;01/05/1896;675
1769;01/06/1896;2296
1770;01/07/1896;1825
1771;01/08/1896;675
1772;01/09/1896;3536
1773;01/10/1896;705
1774;01/11/1896;1281
1775;01/12/1896;1680
1776;01/01/1897;1541
1777;01/02/1897;833
1778;01/03/1897;768
1779;01/04/1897;901
1780;01/05/1897;341
1781;01/06/1897;120
1782;01/07/1897;675
1783;01/08/1897;432
1784;01/09/1897;2187
1785;01/10/1897;176
1786;01/11/1897;65
1787;01/12/1897;972
1788;01/01/1898;800
1789;01/02/1898;1200
1790;01/03/1898;1323
1791;01/04/1898;208
1792;01/05/1898;645
1793;01/06/1898;481
1794;01/07/1898;75
1795;01/08/1898;936
1796;01/09/1898;1121
1797;01/10/1898;1083
1798;01/11/1898;833
1799;01/12/1898;161
1800;01/01/1899;320
1801;01/02/1899;65
1802;01/03/1899;280
1803;01/04/1899;176
1804;01/05/1899;40
1805;01/06/1899;385
1806;01/07/1899;176
1807;01/08/1899;3
1808;01/09/1899;56
1809;01/10/1899;161
1810;01/11/1899;48
1811;01/12/1899;85
1812;01/01/1900;96
1813;01/02/1900;176
1814;01/03/1900;75
1815;01/04/1900;225
1816;01/05/1900;192
1817;01/06/1900;120
1818;01/07/1900;75
1819;01/08/1900;8
1820;01/09/1900;75
1821;01/10/1900;133
1822;01/11/1900;12
1823;01/12/1900;1
1824;01/01/1901;0
1825;01/02/1901;3
1826;01/03/1901;21
1827;01/04/1901;0
1828;01/05/1901;85
1829;01/06/1901;27
1830;01/07/1901;1
1831;01/08/1901;0
1832;01/09/1901;0
1833;01/10/1901;16
1834;01/11/1901;12
1835;01/12/1901;0
1836;01/01/1902;33
1837;01/02/1902;0
1838;01/03/1902;120
1839;01/04/1902;0
1840;01/05/1902;3
1841;01/06/1902;1
1842;01/07/1902;0
1843;01/08/1902;3
1844;01/09/1902;40
1845;01/10/1902;243
1846;01/11/1902;85
1847;01/12/1902;1
1848;01/01/1903;56
1849;01/02/1903;261
1850;01/03/1903;161
1851;01/04/1903;588
1852;01/05/1903;176
1853;01/06/1903;261
1854;01/07/1903;736
1855;01/08/1903;768
1856;01/09/1903;108
1857;01/10/1903;1323
1858;01/11/1903;1875
1859;01/12/1903;1925
1860;01/01/1904;936
1861;01/02/1904;560
1862;01/03/1904;1240
1863;01/04/1904;1633
1864;01/05/1904;1365
1865;01/06/1904;1587
1866;01/07/1904;2408
1867;01/08/1904;3008
1868;01/09/1904;800
1869;01/10/1904;2700
1870;01/11/1904;1323
1871;01/12/1904;2760
1872;01/01/1905;2760
1873;01/02/1905;6816
1874;01/03/1905;2945
1875;01/04/1905;1496
1876;01/05/1905;2080
1877;01/06/1905;2187
1878;01/07/1905;4800
1879;01/08/1905;3136
1880;01/09/1905;2700
1881;01/10/1905;5720
1882;01/11/1905;10443
1883;01/12/1905;2821
1884;01/01/1906;1875
1885;01/02/1906;901
1886;01/03/1906;3816
1887;01/04/1906;2883
1888;01/05/1906;3136
1889;01/06/1906;3605
1890;01/07/1906;9861
1891;01/08/1906;2028
1892;01/09/1906;2945
1893;01/10/1906;261
1894;01/11/1906;1323
1895;01/12/1906;3816
1896;01/01/1907;5292
1897;01/02/1907;10680
1898;01/03/1907;3333
1899;01/04/1907;2465
1900;01/05/1907;1728
1901;01/06/1907;1496
1902;01/07/1907;2352
1903;01/08/1907;2700
1904;01/09/1907;6533
1905;01/10/1907;3888
1906;01/11/1907;3536
1907;01/12/1907;2080
1908;01/01/1908;1408
1909;01/02/1908;1045
1910;01/03/1908;736
1911;01/04/1908;3008
1912;01/05/1908;1452
1913;01/06/1908;2133
1914;01/07/1908;1452
1915;01/08/1908;7701
1916;01/09/1908;7008
1917;01/10/1908;972
1918;01/11/1908;1925
1919;01/12/1908;1408
1920;01/01/1909;3008
1921;01/02/1909;1925
1922;01/03/1909;3960
1923;01/04/1909;901
1924;01/05/1909;1200
1925;01/06/1909;456
1926;01/07/1909;1160
1927;01/08/1909;456
1928;01/09/1909;1323
1929;01/10/1909;3072
1930;01/11/1909;2883
1931;01/12/1909;2700
1932;01/01/1910;645
1933;01/02/1910;936
1934;01/03/1910;385
1935;01/04/1910;65
1936;01/05/1910;456
1937;01/06/1910;120
1938;01/07/1910;161
1939;01/08/1910;120
1940;01/09/1910;616
1941;01/10/1910;1408
1942;01/11/1910;16
1943;01/12/1910;21
1944;01/01/1911;5
1945;01/02/1911;56
1946;01/03/1911;48
1947;01/04/1911;243
1948;01/05/1911;85
1949;01/06/1911;3
1950;01/07/1911;16
1951;01/08/1911;8
1952;01/09/1911;16
1953;01/10/1911;8
1954;01/11/1911;21
1955;01/12/1911;8
1956;01/01/1912;0
1957;01/02/1912;0
1958;01/03/1912;27
1959;01/04/1912;16
1960;01/05/1912;16
1961;01/06/1912;8
1962;01/07/1912;12
1963;01/08/1912;0
1964;01/09/1912;75
1965;01/10/1912;12
1966;01/11/1912;3
1967;01/12/1912;33
1968;01/01/1913;3
1969;01/02/1913;8
1970;01/03/1913;0
1971;01/04/1913;0
1972;01/05/1913;0
1973;01/06/1913;0
1974;01/07/1913;3
1975;01/08/1913;0
1976;01/09/1913;1
1977;01/10/1913;8
1978;01/11/1913;0
1979;01/12/1913;8
1980;01/01/1914;3
1981;01/02/1914;8
1982;01/03/1914;12
1983;01/04/1914;243
1984;01/05/1914;27
1985;01/06/1914;108
1986;01/07/1914;33
1987;01/08/1914;56
1988;01/09/1914;133
1989;01/10/1914;56
1990;01/11/1914;243
1991;01/12/1914;432
1992;01/01/1915;456
1993;01/02/1915;1680
1994;01/03/1915;1365
1995;01/04/1915;1633
1996;01/05/1915;972
1997;01/06/1915;4332
1998;01/07/1915;4800
1999;01/08/1915;4563
2000;01/09/1915;2187
2001;01/10/1915;2581
2002;01/11/1915;1587
2003;01/12/1915;1045
2004;01/01/1916;1875
2005;01/02/1916;2883
2006;01/03/1916;4181
2007;01/04/1916;4800
2008;01/05/1916;5043
2009;01/06/1916;4181
2010;01/07/1916;2640
2011;01/08/1916;1200
2012;01/09/1916;1825
2013;01/10/1916;2296
2014;01/11/1916;4033
2015;01/12/1916;2581
2016;01/01/1917;5208
2017;01/02/1917;4641
2018;01/03/1917;8321
2019;01/04/1917;5043
2020;01/05/1917;11907
2021;01/06/1917;12160
2022;01/07/1917;13200
2023;01/08/1917;21845
2024;01/09/1917;15552
2025;01/10/1917;4880
2026;01/11/1917;8533
2027;01/12/1917;15552
2028;01/01/1918;8533
2029;01/02/1918;3888
2030;01/03/1918;4720
2031;01/04/1918;6075
2032;01/05/1918;5547
2033;01/06/1918;3333
2034;01/07/1918;10561
2035;01/08/1918;9520
2036;01/09/1918;5808
2037;01/10/1918;6721
2038;01/11/1918;6440
2039;01/12/1918;3201
2040;01/01/1919;2133
2041;01/02/1919;5896
2042;01/03/1919;3960
2043;01/04/1919;2408
2044;01/05/1919;7203
2045;01/06/1919;11532
2046;01/07/1919;3816
2047;01/08/1919;4332
2048;01/09/1919;2760
2049;01/10/1919;2581
2050;01/11/1919;1633
2051;01/12/1919;1045
2052;01/01/1920;2465
2053;01/02/1920;2640
2054;01/03/1920;4408
2055;01/04/1920;192
2056;01/05/1920;1008
2057;01/06/1920;1408
2058;01/07/1920;705
2059;01/08/1920;363
2060;01/09/1920;1200
2061;01/10/1920;2187
2062;01/11/1920;705
2063;01/12/1920;867
2064;01/01/1921;867
2065;01/02/1921;768
2066;01/03/1921;645
2067;01/04/1921;972
2068;01/05/1921;481
2069;01/06/1921;1008
2070;01/07/1921;1633
2071;01/08/1921;481
2072;01/09/1921;261
2073;01/10/1921;320
2074;01/11/1921;280
2075;01/12/1921;341
2076;01/01/1922;120
2077;01/02/1922;616
2078;01/03/1922;2700
2079;01/04/1922;108
2080;01/05/1922;65
2081;01/06/1922;27
2082;01/07/1922;96
2083;01/08/1922;33
2084;01/09/1922;21
2085;01/10/1922;40
2086;01/11/1922;56
2087;01/12/1922;300
2088;01/01/1923;16
2089;01/02/1923;0
2090;01/03/1923;12
2091;01/04/1923;27
2092;01/05/1923;3
2093;01/06/1923;65
2094;01/07/1923;12
2095;01/08/1923;1
2096;01/09/1923;176
2097;01/10/1923;133
2098;01/11/1923;96
2099;01/12/1923;3
2100;01/01/1924;0
2101;01/02/1924;27
2102;01/03/1924;1
2103;01/04/1924;133
2104;01/05/1924;408
2105;01/06/1924;507
2106;01/07/1924;736
2107;01/08/1924;300
2108;01/09/1924;588
2109;01/10/1924;588
2110;01/11/1924;432
2111;01/12/1924;243
2112;01/01/1925;27
2113;01/02/1925;456
2114;01/03/1925;320
2115;01/04/1925;936
2116;01/05/1925;1728
2117;01/06/1925;2028
2118;01/07/1925;1408
2119;01/08/1925;1323
2120;01/09/1925;3201
2121;01/10/1925;4332
2122;01/11/1925;3072
2123;01/12/1925;8856
2124;01/01/1926;4720
2125;01/02/1926;4563
2126;01/03/1926;3605
2127;01/04/1926;1365
2128;01/05/1926;3675
2129;01/06/1926;4961
2130;01/07/1926;2465
2131;01/08/1926;3400
2132;01/09/1926;3333
2133;01/10/1926;4641
2134;01/11/1926;3267
2135;01/12/1926;5720
2136;01/01/1927;6075
2137;01/02/1927;8008
2138;01/03/1927;4408
2139;01/04/1927;8008
2140;01/05/1927;5720
2141;01/06/1927;3267
2142;01/07/1927;2760
2143;01/08/1927;2640
2144;01/09/1927;4256
2145;01/10/1927;3605
2146;01/11/1927;4107
2147;01/12/1927;1875
2148;01/01/1928;6348
2149;01/02/1928;5043
2150;01/03/1928;6627
2151;01/04/1928;5985
2152;01/05/1928;5376
2153;01/06/1928;7701
2154;01/07/1928;8856
2155;01/08/1928;6533
2156;01/09/1928;7301
2157;01/10/1928;3468
2158;01/11/1928;2241
2159;01/12/1928;3136
2160;01/01/1929;4408
2161;01/02/1929;3605
2162;01/03/1929;2241
2163;01/04/1929;2581
2164;01/05/1929;3136
2165;01/06/1929;4880
2166;01/07/1929;4641
2167;01/08/1929;3960
2168;01/09/1929;1121
2169;01/10/1929;2640
2170;01/11/1929;6075
2171;01/12/1929;10800
2172;01/01/1930;3960
2173;01/02/1930;2352
2174;01/03/1930;1083
2175;01/04/1930;1323
2176;01/05/1930;1200
2177;01/06/1930;705
2178;01/07/1930;408
2179;01/08/1930;533
2180;01/09/1930;936
2181;01/10/1930;1083
2182;01/11/1930;1121
2183;01/12/1930;588
2184;01/01/1931;192
2185;01/02/1931;1680
2186;01/03/1931;867
2187;01/04/1931;901
2188;01/05/1931;560
2189;01/06/1931;192
2190;01/07/1931;280
2191;01/08/1931;161
2192;01/09/1931;320
2193;01/10/1931;96
2194;01/11/1931;320
2195;01/12/1931;280
2196;01/01/1932;133
2197;01/02/1932;85
2198;01/03/1932;108
2199;01/04/1932;120
2200;01/05/1932;280
2201;01/06/1932;408
2202;01/07/1932;85
2203;01/08/1932;40
2204;01/09/1932;12
2205;01/10/1932;75
2206;01/11/1932;56
2207;01/12/1932;120
2208;01/01/1933;147
2209;01/02/1933;432
2210;01/03/1933;75
2211;01/04/1933;5
2212;01/05/1933;12
2213;01/06/1933;27
2214;01/07/1933;8
2215;01/08/1933;0
2216;01/09/1933;16
2217;01/10/1933;3
2218;01/11/1933;0
2219;01/12/1933;0
2220;01/01/1934;8
2221;01/02/1934;56
2222;01/03/1934;21
2223;01/04/1934;120
2224;01/05/1934;385
2225;01/06/1934;33
2226;01/07/1934;75
2227;01/08/1934;48
2228;01/09/1934;12
2229;01/10/1934;21
2230;01/11/1934;75
2231;01/12/1934;225
2232;01/01/1935;300
2233;01/02/1935;341
2234;01/03/1935;456
2235;01/04/1935;133
2236;01/05/1935;645
2237;01/06/1935;1925
2238;01/07/1935;1008
2239;01/08/1935;800
2240;01/09/1935;1633
2241;01/10/1935;2523
2242;01/11/1935;3816
2243;01/12/1935;3468
2244;01/01/1936;3536
2245;01/02/1936;5125
2246;01/03/1936;5547
2247;01/04/1936;5043
2248;01/05/1936;2700
2249;01/06/1936;4563
2250;01/07/1936;2523
2251;01/08/1936;7105
2252;01/09/1936;5208
2253;01/10/1936;7203
2254;01/11/1936;12416
2255;01/12/1936;14008
2256;01/01/1937;16280
2257;01/02/1937;15265
2258;01/03/1937;6348
2259;01/04/1937;10920
2260;01/05/1937;12675
2261;01/06/1937;15408
2262;01/07/1937;19360
2263;01/08/1937;17633
2264;01/09/1937;9296
2265;01/10/1937;14283
2266;01/11/1937;5125
2267;01/12/1937;7203
2268;01/01/1938;8748
2269;01/02/1938;12936
2270;01/03/1938;6912
2271;01/04/1938;9520
2272;01/05/1938;14840
2273;01/06/1938;8640
2274;01/07/1938;25392
2275;01/08/1938;12160
2276;01/09/1938;7301
2277;01/10/1938;9075
2278;01/11/1938;13601
2279;01/12/1938;8008
2280;01/01/1939;5985
2281;01/02/1939;5547
2282;01/03/1939;3888
2283;01/04/1939;11041
2284;01/05/1939;12936
2285;01/06/1939;9520
2286;01/07/1939;8856
2287;01/08/1939;10325
2288;01/09/1939;11656
2289;01/10/1939;7203
2290;01/11/1939;4181
2291;01/12/1939;1633
2292;01/01/1940;2241
2293;01/02/1940;3333
2294;01/03/1940;6440
2295;01/04/1940;3333
2296;01/05/1940;2760
2297;01/06/1940;6533
2298;01/07/1940;4256
2299;01/08/1940;10325
2300;01/09/1940;4107
2301;01/10/1940;2700
2302;01/11/1940;3136
2303;01/12/1940;4332
2304;01/01/1941;1925
2305;01/02/1941;1875
2306;01/03/1941;2028
